name,brand,price_rub,price_kzt,seller,seller_id,seller_rating,seller_total_sold,seller_age_months,feedbacks,category,source_file,risk_level,publication_date,first_review_datetime
"Умные часы Watch 5 42 мм (2025), Песочные",Huawei,41354.0,248124.0,Buyon,,4.8,0.0,20.0,0.0,смарт-часы,all_products.csv,low,2025-12-07,2025-12-15
Ремешок для Apple Watch 42 44 45 49 мм белый,,494.0,2964.0,DM,,4.7,0.0,20.0,0.0,ремешки для умных часов,all_products.csv,low,2024-06-12,2024-06-17
Многофункциональные смарт-часы Y14,HOCO,5138.0,30828.0,Благо Дом,,4.6,0.0,13.0,0.0,смарт-часы,all_products.csv,low,2025-12-01,2025-12-10
Смарт часы Calling Watch Kr2 Stainless Steel,Kieslect,5700.0,34200.0,SUPER PRICE,,4.7,0.0,3.0,0.0,смарт-часы,all_products.csv,low,2025-12-02,2025-12-15
Умные часы Y10 с AMOLED экраном,,4199.0,25194.0,Матрешка,,4.7,0.0,40.0,0.0,смарт-часы,all_products.csv,low,2022-11-04,2022-11-11
Смарт часы Disney Холодное сердце,AIMOTO,1631.0,9786.0,MEGA PRICE,,4.7,0.0,47.0,0.0,смарт-часы,all_products.csv,low,2022-12-26,2023-01-09
Apple Watch Series 11 (42мм),,2571.0,15426.0,B_LOL_Shop,,4.7,0.0,37.0,0.0,смарт-часы,all_products.csv,low,2024-09-11,2024-09-21
Умные смарт часы Х8,Xiaomi,8344.0,50064.0,LUX Store,,3.8,0.0,5.0,0.0,смарт-часы,all_products.csv,medium,2025-10-12,2025-10-23
Стильные смарт-часы нового поколения,HOCO,5650.0,33900.0,Garise,,4.4,0.0,20.0,0.0,смарт-часы,all_products.csv,medium,2024-10-03,2024-10-07
Стильные и функциональные умные часы,,3597.0,21582.0,UniverSale,,4.7,0.0,30.0,0.0,смарт-часы,all_products.csv,low,2025-11-28,2025-12-04
Смарт-часы EXPLORER 47 мм,SNEL,10325.0,61950.0,SNEL - Американский Бренд,,4.7,0.0,29.0,0.0,смарт-часы,all_products.csv,low,2025-10-16,2025-10-27
Ремешок для Redmi Watch 4 + бампер,TopDeals,324.0,1944.0,Top Deals,,4.8,392.0,37.0,40.0,браслеты для часов,all_products.csv,low,2023-11-22,2023-12-05
Удлинитель электрический (цвет в ассортименте),,2607.0,15642.0,Лучшие товары 2025,,4.8,0.0,19.0,0.0,смарт-часы,all_products.csv,low,2025-08-30,2025-09-14
Проводная USB-мышь черная,,1290.0,7740.0,Лучшие товары 2025,,4.8,0.0,8.0,0.0,мыши,all_products.csv,low,2025-10-02,2025-10-05
Фитнес браслет Smart Band 9 Active Green,Xiaomi,2410.0,14460.0,SUPER PRICE,,4.7,0.0,35.0,0.0,фитнес-браслеты,all_products.csv,low,2024-04-13,2024-04-21
Универсальное зарядное для фитнес-браслета,,662.0,3972.0,Chillery,,4.7,0.0,7.0,0.0,ремешки для умных часов,all_products.csv,low,2025-06-04,2025-06-19
Смарт-часы smart watch Jacky SW-69 White Blue,Canyon,4487.0,26922.0,TENGRI STORE,,4.6,0.0,33.0,0.0,смарт-часы,all_products.csv,low,2025-06-26,2025-07-01
Ремешок для часов Apple Watch 38 40 41 42 mm тканевый,Ремешок для умных часов,362.0,2172.0,iStuff,,4.8,2293.0,25.0,234.0,ремешки для умных часов,all_products.csv,low,2025-05-30,2025-06-07
Смарт часы V69 серебристые,,2510.0,15060.0,SMART.TIME.,,4.4,0.0,11.0,0.0,смарт-часы,all_products.csv,medium,2025-11-25,2025-12-05
Смарт часы GTS 3 A2035 Graphite Black,AmazFit,7217.0,43302.0,TerraBit,,4.8,0.0,39.0,0.0,смарт-часы,all_products.csv,low,2024-09-26,2024-10-12
Смарт часы Watch Series 11 GPS 42 мм серебристый,Apple,50490.0,302940.0,LOW PRICE KG,,4.7,0.0,34.0,0.0,смарт-часы,all_products.csv,low,2024-02-23,2024-03-09
Ремешок для Apple Watch 42 44 45 49 миланская петля магнит,Браслет / Ремешок для часов,440.0,2640.0,Life Style,,4.4,0.0,3.0,0.0,ремешки для умных часов,all_products.csv,medium,2025-10-02,2025-10-05
Металлический ремешок для Xiaomi Mi Band 8 9 Pro магнитный,SmartFit,402.0,2412.0,SmartFit,,4.7,9874.0,33.0,1018.0,ремешки для умных часов,all_products.csv,low,2025-08-17,2025-08-31
Ремешок для часов Mi Band 8 9 Pro Redmi watch 4,ТС.,300.0,1800.0,Dux Ducis,,4.8,127.0,18.0,13.0,браслеты для часов,all_products.csv,low,2025-07-22,2025-07-28
Смарт-часы с ярким дисплеем и водоотталкиванием,,5494.0,32964.0,Buenos Dias,,4.7,0.0,47.0,0.0,ремешки для умных часов,all_products.csv,low,2023-05-23,2023-06-05
Ремешок 22 мм силикон Красный,,216.0,1296.0,Юми магазин умной техники,,4.7,0.0,28.0,0.0,ремешки для пульсометров,all_products.csv,low,2023-11-05,2023-11-21
"Ремешок для Apple Watch 49, 46, 45, 44 мм Revix Evo",UNIQ,2713.0,16278.0,ООО СОТЕКОМ официальный дистрибьютор брендов,,4.7,601.0,43.0,62.0,ремешки для умных часов,all_products.csv,low,2025-12-02,2025-12-19
Силиконовый ремешок для смарт часов 18 мм,CaseTime,328.0,1968.0,CaseTime,,4.8,7722.0,8.0,788.0,браслеты для часов,all_products.csv,low,2025-08-15,2025-08-31
"Смарт-часы 1.32"", 360x360, IP68, Bluetooth, шагомер, чёрные",HOCO,5790.0,34740.0,MarketPlase,,4.6,0.0,30.0,0.0,смарт-часы,all_products.csv,low,2023-10-30,2023-11-10
"Ремешок для часов 22mm универсальный силиконовый, красный",Mobileocean,302.0,1812.0,Mobileocean,,4.8,0.0,46.0,0.0,браслеты для часов,all_products.csv,low,2025-08-11,2025-08-19
kids watch Sunny KW-48 Video 4G GPS Games&Music Blue,Canyon,6531.0,39186.0,LEPRO,,4.8,0.0,42.0,0.0,смарт-часы,all_products.csv,low,2022-09-21,2022-09-29
Смарт часы GTS2 A1969 Petal Pink (New Version),AmazFit,9237.0,55422.0,LOW PRICE KG,,4.7,0.0,1.0,0.0,смарт-часы,all_products.csv,low,2025-11-27,2025-12-03
Смарт часы Maimo Зеленый,70MAI,4308.0,25848.0,ONE PRICE,,4.7,0.0,36.0,0.0,смарт-часы,all_products.csv,low,2024-12-03,2024-12-14
"Фитнес браслет с изогнутым экраном R11, BT звонки",Xride,1707.0,10242.0,XRide,,4.4,9.0,42.0,1.0,фитнес-браслеты,all_products.csv,medium,2023-04-11,2023-04-18
"Смарт-часы 1.85"", 240х280, Bluetooth 5.0, чёрные",HOCO,2063.0,12378.0,Лучший продавец,,4.8,0.0,15.0,0.0,смарт-часы,all_products.csv,low,2025-04-24,2025-05-04
"Ремешок для Fenix, Instinct, Forerunner, Quatix 22 мм",Garmin,524.0,3144.0,Молния скидок,,4.7,0.0,33.0,0.0,ремешки для умных часов,all_products.csv,low,2024-10-26,2024-11-10
"Смарт-часы Y1, 1.91"", 240x285, IP68, BT5.0, 280 мАч, GP",HOCO,4189.0,25134.0,Whimsy,,4.6,0.0,4.0,0.0,смарт-часы,all_products.csv,low,2025-12-18,2025-12-22
Xiaomi Mi Band 7 Крупное плетение ремешок серебро,,365.0,2190.0,Юми магазин умной техники,,4.7,0.0,40.0,0.0,ремешки для умных часов,all_products.csv,low,2025-09-05,2025-09-14
"Сменный кожаный браслет, Smart Band 9, BHR8735GL, Ко",Xiaomi,1988.0,11928.0,LEPRO,,4.8,0.0,11.0,0.0,фитнес-браслеты,all_products.csv,low,2025-09-24,2025-10-11
Tempus 51mm TFT Screen Rectangular Metal Casing SmartWa,TTEC,4943.0,29658.0,LEPRO,,4.8,0.0,3.0,0.0,смарт-часы,all_products.csv,low,2025-11-02,2025-11-17
2 силиконовых ремешка,,182.0,1092.0,Почти даром,,4.7,0.0,2.0,0.0,ремешки для умных часов,all_products.csv,low,2025-12-07,2025-12-16
Smart Watch H99 silver,,7472.0,44832.0,SMART.TIME.,,4.4,0.0,46.0,0.0,смарт-часы,all_products.csv,medium,2024-05-11,2024-05-22
Стильные смарт-часы с защитой IP68,HOCO,5320.0,31920.0,Garise,,4.4,0.0,6.0,0.0,смарт-часы,all_products.csv,medium,2025-09-01,2025-09-10
Смарт-часы Easy SW-54 Beige,Canyon,3256.0,19536.0,TENGRI STORE,,4.6,0.0,3.0,0.0,смарт-часы,all_products.csv,low,2025-11-20,2025-11-30
Безопасные детские часы с камерами и связью,,2872.0,17232.0,ALEXANDRIA BRAND's,,4.7,0.0,13.0,0.0,смарт-часы,all_products.csv,low,2025-02-23,2025-03-09
Смарт часы детские для мальчика,Master Watch,2713.0,16278.0,Master Watch,,4.8,20864.0,43.0,2129.0,смарт-часы,all_products.csv,low,2023-06-28,2023-07-14
Детские смарт-часы Windigo AM-15,Без марки,3106.0,18636.0,aurora borealis,,4.8,0.0,10.0,0.0,смарт-часы,all_products.csv,low,2025-06-29,2025-07-04
Защитный чехол для Fenix 7S 7SPro Epix Pro,Garmin,218.0,1308.0,Молния скидок,,4.7,0.0,42.0,0.0,чехлы для смарт-часов,all_products.csv,low,2022-12-19,2022-12-23
Ремешок для Apple Watch 42 44 45 49 мм Ultra,Яблоко,1042.0,6252.0,Magic,,4.5,0.0,24.0,0.0,ремешки для умных часов,all_products.csv,low,2024-10-05,2024-10-17
"Ремешок миланская петля Xiaomi Mi Band 8 Active,Redmi Band 2",Безлимит покупок,704.0,4224.0,Безлимит покупок,,4.7,174.0,6.0,18.0,ремешки для умных часов,all_products.csv,low,2025-07-04,2025-07-17
Ремешок для Apple Watch 40 41 42 DSN-25-40-GR Gray,Lyambda,410.0,2460.0,MILND GROUP,,4.7,19.0,1.0,2.0,ремешки для умных часов,all_products.csv,low,2025-11-25,2025-12-09
Ремешок силиконовый 22мм для Huawei Watch3 GT2 Pro,Grand Price,793.0,4758.0,REALLY NEED,,4.5,19.0,14.0,2.0,ремешки для умных часов,all_products.csv,low,2025-08-01,2025-08-06
USB Флеш-накопитель 32 ГБ серебристый,,1235.0,7410.0,Лучшие товары 2025,,4.8,0.0,10.0,0.0,flash-накопители,all_products.csv,low,2025-12-06,2025-12-23
"Умные часы Smart Band 9, Черный",Xiaomi,5020.0,30120.0,SOLUTION BUTA,,4.5,0.0,15.0,0.0,смарт-часы,all_products.csv,low,2025-11-02,2025-11-18
Смарт-часы ELITE,SNEL,11140.0,66840.0,SNEL - Американский Бренд,,4.7,0.0,31.0,0.0,смарт-часы,all_products.csv,low,2024-09-22,2024-10-05
Силиконовый ремешок на Watch 7 Ultra,Браслет / Ремешок для Смарт часов,396.0,2376.0,Life Style,,4.4,0.0,44.0,0.0,ремешки для умных часов,all_products.csv,medium,2025-10-13,2025-10-29
Фитнес браслет Smart Band 9 Pro Moonlight Silver,Xiaomi,7035.0,42210.0,TerraBit,,4.8,0.0,20.0,0.0,смарт-часы,all_products.csv,low,2025-05-15,2025-05-27
Аккумулятор часов Apple Watch Series 6 40mm,,1244.0,7464.0,BY-MOBILE,,4.6,0.0,27.0,0.0,аккумуляторы для смарт-часов,all_products.csv,low,2025-04-11,2025-04-23
Ремешок для Apple Watch 45 46 49 DS-APM02-44-GS Gules,Lyambda,399.0,2394.0,MILND GROUP,,4.7,106.0,7.0,11.0,ремешки для умных часов,all_products.csv,low,2025-07-20,2025-07-30
Детские Смарт часы,,1407.0,8442.0,01_market,,4.5,0.0,45.0,0.0,смарт-часы,all_products.csv,low,2025-06-14,2025-06-17
Смарт часы Kieslect Calling Watch Kr2 Stainless Steel,Xiaomi,4901.0,29406.0,LEPRO,,4.8,0.0,36.0,0.0,смарт-часы,all_products.csv,low,2025-05-17,2025-06-02
Ремешок для смарт часов,GSMIN,588.0,3528.0,GSMIN,,4.8,0.0,16.0,0.0,ремешки для умных часов,all_products.csv,low,2024-11-27,2024-12-04
Ремешок для Apple Watch 42 44 45 мм кожаный,,369.0,2214.0,ART TEHNIC,,4.7,0.0,3.0,0.0,ремешки для умных часов,all_products.csv,low,2025-12-13,2025-12-23
"Нейлоновый ремешок 22 мм Garmin, Гармин",PADDA,576.0,3456.0,CLICKMI,,4.7,0.0,1.0,0.0,ремешки для умных часов,all_products.csv,low,2025-12-19,2025-12-23
Ремешок для смарт часов Xiaomi Mi Watch Lite,AKS_EL,227.0,1362.0,AKS_EL,,4.8,4478.0,40.0,457.0,ремешки для умных часов,all_products.csv,low,2023-05-30,2023-06-04
Смарт-часы NOVA X 36 мм,SNEL,12141.0,72846.0,SNEL - Американский Бренд,,4.7,0.0,30.0,0.0,смарт-часы,all_products.csv,low,2024-10-26,2024-11-10
Смарт-часы Tempus 51mm,TTEC,4748.0,28488.0,SUPER PRICE,,4.7,0.0,37.0,0.0,смарт-часы,all_products.csv,low,2025-05-05,2025-05-16
Стильный универсальный ремешок для фитнес-браслета,,530.0,3180.0,USPEHOVVAM,,4.7,0.0,39.0,0.0,браслеты для часов,all_products.csv,low,2025-01-11,2025-01-26
Умное кольцо для плавания SR08 Black №8,MEVADEN,5437.0,32622.0,СервисСМ,,4.6,0.0,21.0,0.0,смарт-часы,all_products.csv,low,2024-06-18,2024-06-26
Современные умные часы с ярким дисплеем и защитой IP68,,6482.0,38892.0,SaleSync,,4.3,0.0,26.0,0.0,смарт-часы,all_products.csv,medium,2025-02-15,2025-02-22
Ремешок для часов Samsung Galaxy Watch 8,Top Deals,411.0,2466.0,Top Deals,,4.8,68.0,23.0,7.0,ремешки для умных часов,all_products.csv,low,2024-02-23,2024-03-07
Ремешок для apple watch Розовый 42 44 45 49 мм,,406.0,2436.0,СтрекоZа,,4.7,0.0,24.0,0.0,ремешки для умных часов,all_products.csv,low,2023-12-24,2023-12-29
"Ремешок силиконовый Apple Watch 42mm, 44mm, 45mm, 49mm",Mobileocean,559.0,3354.0,Mobileocean,,4.8,0.0,23.0,0.0,браслеты для часов,all_products.csv,low,2024-04-27,2024-05-01
Фитнес браслет Smart Band 9 Pro Rose Gold,Xiaomi,6894.0,41364.0,BrandElectro,,4.8,0.0,46.0,0.0,фитнес-браслеты,all_products.csv,low,2024-08-11,2024-08-22
Кожаный ремешок для Apple Watch 38 40 41 mm,Deister handcrafted,3520.0,21120.0,Изделия из кожи Deister handcrafted,,4.7,0.0,45.0,0.0,ремешки для умных часов,all_products.csv,low,2025-07-22,2025-08-07
Смарт часы Ultra 2 7+1,Smart Watch,1088.0,6528.0,Tabys Market,,4.5,0.0,27.0,0.0,смарт-часы,all_products.csv,low,2025-09-12,2025-09-18
Ремешок для смарт-часов 22 мм серии Fenix 5 6 7 8,Garmin,1324.0,7944.0,ЧасПик,,4.7,630.0,42.0,65.0,ремешки для умных часов,all_products.csv,low,2023-09-21,2023-10-07
Уникальный женский подарочный набор A58Plus,,1000.0,6000.0,LUXE_HOME,,4.3,0.0,22.0,0.0,смарт-часы,all_products.csv,medium,2024-07-30,2024-08-09
Смарт часы Start 2,AIMOTO,1574.0,9444.0,TENGRI STORE,,4.6,0.0,46.0,0.0,смарт-часы,all_products.csv,low,2023-04-30,2023-05-07
Сменный ремешок Watch TPU Quick Release Strap Dark Cyan,Redmi,1031.0,6186.0,LOW PRICE KG,,4.7,0.0,29.0,0.0,ремешки для умных часов,all_products.csv,low,2025-09-12,2025-09-25
Сменный ремешок Watch TPU Strap Mint Green,Redmi,707.0,4242.0,ONE PRICE,,4.7,0.0,26.0,0.0,ремешки для умных часов,all_products.csv,low,2023-11-19,2023-11-30
Многофункциональные умные часы с ярким дисплеем,,7262.0,43572.0,SaleSync,,4.3,0.0,30.0,0.0,смарт-часы,all_products.csv,medium,2024-12-22,2025-01-08
Ремешок для Apple Watch Series 1-10 SE,Privet,3725.0,22350.0,Ремешки Privet,,4.8,0.0,31.0,0.0,ремешки для умных часов,all_products.csv,low,2025-06-17,2025-06-25
Многофункциональный брелок для поиска и сигнализации,,651.0,3906.0,ИП Серов М.А.,,4.5,0.0,29.0,0.0,брелоки-локаторы,all_products.csv,low,2024-08-12,2024-08-26
"Смарт часы,Watch 5 SOC-AL00 42mm, Дисплей 1.32""",Huawei,32127.0,192762.0,LEPRO,,4.8,0.0,37.0,0.0,смарт-часы,all_products.csv,low,2025-07-19,2025-07-27
Стильные умные часы с ярким дисплеем и водозащитой,,2540.0,15240.0,TERSHOP,,4.7,0.0,39.0,0.0,смарт-часы,all_products.csv,low,2024-09-25,2024-10-06
Xiaomi Mi Band 5 6 Крупное плетение ремешок синий,,365.0,2190.0,Юми магазин умной техники,,4.7,9.0,5.0,1.0,ремешки для умных часов,all_products.csv,low,2025-09-01,2025-09-16
"Часы наручные электронные детские ""Спорт"" ремешок силико",,565.0,3390.0,LoveStory,,4.7,0.0,7.0,0.0,часы наручные,all_products.csv,low,2025-05-24,2025-06-01
Смарт часы Calling Watch Kr2 Black,Kieslect,5573.0,33438.0,DELYN,,4.6,0.0,44.0,0.0,смарт-часы,all_products.csv,low,2024-06-20,2024-07-01
Универсальный силиконовый ремешок для часов 22 мм,CHELikshop,190.0,1140.0,MIXSTORE,,4.7,145.0,8.0,15.0,ремешки для умных часов,all_products.csv,low,2025-11-01,2025-11-10
Детские умные часы с GPS и связью,,2983.0,17898.0,РАДОСТЬ,,4.5,0.0,6.0,0.0,смарт-часы,all_products.csv,low,2025-11-16,2025-11-21
Ремешок для Apple Watch 42 44 45 49 46(серия 10) 1-9 SE,Hypno Case,782.0,4692.0,WESTWOOD Официальный Магазин,,4.8,78.0,26.0,8.0,ремешки для умных часов,all_products.csv,low,2023-11-18,2023-11-23
Смарт-часы Jacky SW-69 Blue Yellow,Canyon,4636.0,27816.0,TENGRI STORE,,4.6,0.0,6.0,0.0,смарт-часы,all_products.csv,low,2025-07-08,2025-07-13
Смарт-часы Глюкометр ET602 с Bluetooth-звонками,Xride,4902.0,29412.0,XRide,,4.4,37.0,20.0,4.0,фитнес-браслеты,all_products.csv,medium,2024-11-08,2024-11-19
Стильные умные часы с функциями звонков и защиты,,8286.0,49716.0,Манифест,,4.5,0.0,4.0,0.0,смарт-часы,all_products.csv,low,2025-12-15,2025-12-30
Ремешок для Apple Watch 42 44 45 46 (серия 10),Hypno Case,760.0,4560.0,WESTWOOD Официальный Магазин,,4.8,9.0,48.0,1.0,ремешки для умных часов,all_products.csv,low,2022-05-21,2022-06-07
Смарт часы Watch 5 Silver Gray,Redmi,9562.0,57372.0,NOMAD MARKET,,4.6,0.0,29.0,0.0,смарт-часы,all_products.csv,low,2025-10-11,2025-10-19
Чехол для Samsung Galaxy Watch 8 Classic 46 мм,TopDeals,348.0,2088.0,Top Deals,,4.8,39.0,6.0,4.0,чехлы для смарт-часов,all_products.csv,low,2025-10-21,2025-11-04
Фитнес браслет Band RMA 183 green,Realme,1386.0,8316.0,Sale-M,,4.8,19.0,30.0,2.0,фитнес-браслеты,all_products.csv,low,2025-06-22,2025-07-01
Чехол с защитой экрана для Samsung Galaxy Watch 8 44мм,Grand Price,825.0,4950.0,Grand Price,,4.6,0.0,48.0,0.0,чехлы для смарт-часов,all_products.csv,low,2023-03-10,2023-03-13
USB-хаб GL-302,,1043.0,6258.0,Лучшие товары 2025,,4.8,0.0,36.0,0.0,смарт-часы,all_products.csv,low,2024-12-24,2025-01-08
Чехол для Apple Watch 49 mm чехол VOUTE,UNIQ,1021.0,6126.0,ООО СОТЕКОМ официальный дистрибьютор брендов,,4.7,291.0,35.0,30.0,чехлы для смарт-часов,all_products.csv,low,2024-06-23,2024-06-28
"Ремешок для часов Garmin 22мм, миланская петля",PADDA,359.0,2154.0,CLICKMI,,4.7,0.0,13.0,0.0,ремешки для умных часов,all_products.csv,low,2025-10-23,2025-11-07
Умные часы с GPS и множеством функций,HOCO,4973.0,29838.0,Garise,,4.4,0.0,47.0,0.0,смарт-часы,all_products.csv,medium,2023-08-03,2023-08-06
Смарт часы мужские круглые,Master Watch,3175.0,19050.0,Master Watch,,4.8,3939.0,28.0,402.0,смарт-часы,all_products.csv,low,2024-05-08,2024-05-22
Ремешок для наручных часов из кожи крокодила 24 мм,Exotic Leather,7580.0,45480.0,Exotic Leather,,4.7,9.0,6.0,1.0,браслеты для часов,all_products.csv,low,2025-10-16,2025-10-20
"Смарт-часы Y12 Ultra 1.96"" Золотистые с поддержкой вызо",HOCO,4377.0,26262.0,Goods & More,,4.7,0.0,17.0,0.0,смарт-часы,all_products.csv,low,2025-10-10,2025-10-22
Часы мужский,,6302.0,37812.0,ТОО ХАС-СЕР,,4.7,0.0,36.0,0.0,смарт-часы,all_products.csv,low,2025-03-04,2025-03-13
Ремешок для смарт часов 20 мм силиконовый на Amazfit Honor,CaseTime,201.0,1206.0,CaseTime,,4.8,1773.0,29.0,181.0,ремешки для умных часов,all_products.csv,low,2025-03-19,2025-03-25
Стальной браслет для наручных часов 20мм,Браслет / Ремешок для часов Amazift,712.0,4272.0,Life Style Natali,,4.4,0.0,12.0,0.0,ремешки для умных часов,all_products.csv,medium,2025-01-17,2025-01-25
Белый ремешок для умных часов 42-49 мм,,649.0,3894.0,Dream House,,4.7,0.0,3.0,0.0,ремешки для умных часов,all_products.csv,low,2025-11-23,2025-11-29
Смарт часы Watch S4 Black,Xiaomi,13616.0,81696.0,TENGRI STORE,,4.6,0.0,13.0,0.0,смарт-часы,all_products.csv,low,2025-04-22,2025-05-05
Часы-телефон Singular (Розовый),Leef,2078.0,12468.0,МегаФон - официальный магазин,,4.8,19.0,4.0,2.0,смарт-часы,all_products.csv,low,2025-09-26,2025-10-02
Силиконовый браслет с металлической застежкой 42 44 45 мм,Ремешок силиконовый с пряжкой для Смарт часов,402.0,2412.0,Life Style,,4.4,0.0,41.0,0.0,браслеты для часов,all_products.csv,medium,2025-12-10,2025-12-22
Apple Watch Series 11,,2735.0,16410.0,B_LOL_Shop,,4.7,0.0,16.0,0.0,смарт-часы,all_products.csv,low,2024-12-28,2025-01-11
"Плетеный ремешок для Эпл Вотч 38-40-41 mm, 1-9, SE",Pastila,163.0,978.0,Pastila,,4.7,261.0,4.0,27.0,ремешки для умных часов,all_products.csv,low,2025-10-26,2025-11-02
Смарт часы Disney Kid Mini модель Эльза оригинал,AIMOTO,1640.0,9840.0,TENGRI STORE,,4.6,0.0,32.0,0.0,смарт-часы,all_products.csv,low,2024-01-15,2024-01-26
Умные часы для детей с GPS и SOS функцией,,2400.0,14400.0,ЦаЦа,,4.5,0.0,23.0,0.0,смарт-часы,all_products.csv,low,2025-09-01,2025-09-09
Smart bracelet М5,,2437.0,14622.0,ISSA,,4.5,0.0,5.0,0.0,смарт-часы,all_products.csv,low,2025-11-09,2025-11-16
Белый кожаный ремешок для часов 20 мм,,507.0,3042.0,ИП Серов М.А.,,4.5,0.0,27.0,0.0,браслеты для часов,all_products.csv,low,2025-03-21,2025-04-07
USB Флеш-накопитель 64 ГБ серебристый,,1267.0,7602.0,Лучшие товары 2025,,4.8,0.0,10.0,0.0,flash-накопители,all_products.csv,low,2025-09-17,2025-09-29
"Смарт-часы Nothing CMF Watch Pro 2, Темно-серый",CMF By Nothing,6024.0,36144.0,GoodSibStore,,4.9,0.0,23.0,0.0,смарт-часы,all_products.csv,low,2025-03-12,2025-03-25
браслет для Apple Watch,Buona Stella,1191.0,7146.0,Buona Stella,,4.8,88.0,38.0,9.0,ремешки для умных часов,all_products.csv,low,2025-09-26,2025-10-06
"Ремешок для часов «Соломон» 18 мм, натуральная кожа, дли",Соломон,885.0,5310.0,MarketWild,,4.7,0.0,48.0,0.0,браслеты для часов,all_products.csv,low,2024-05-15,2024-05-29
Ремешок для Huawei watch fit 3 4 4 Pro,TopDeals,598.0,3588.0,Top Deals,,4.8,156.0,19.0,16.0,ремешки для умных часов,all_products.csv,low,2025-08-30,2025-09-02
Смарт-часы IMPERIAL черные,SNEL,11331.0,67986.0,SNEL - Американский Бренд,,4.7,9.0,48.0,1.0,смарт-часы,all_products.csv,low,2023-05-10,2023-05-13
"Кожаный сменный браслет, Leather Quick Release Strap",Xiaomi,1824.0,10944.0,LEPRO,,4.8,0.0,44.0,0.0,ремешки для умных часов,all_products.csv,low,2023-08-20,2023-09-04
W26 PRO MAX SPECIAL (наушник+чесы),,1086.0,6516.0,B_LOL_Shop,,4.7,0.0,22.0,0.0,смарт-часы,all_products.csv,low,2025-08-17,2025-08-22
Беспроводные наушники F9-5,,1361.0,8166.0,Лучшие товары 2025,,4.8,0.0,20.0,0.0,наушники,all_products.csv,low,2024-07-17,2024-07-20
Карта памяти micro SD 8 Гб,,1126.0,6756.0,Лучшие товары 2025,,4.8,0.0,45.0,0.0,смарт-часы,all_products.csv,low,2022-05-25,2022-06-11
Детские смарт-часы KT26cрозовый,,11172.0,67032.0,ИП Макушенко К.И.,,4.9,0.0,32.0,0.0,смарт-часы,all_products.csv,low,2023-09-22,2023-09-28
Умные часы с дополнительными ремешками,,8431.0,50586.0,iWish Hub,,4.8,0.0,20.0,0.0,аккумуляторы для смарт-часов,all_products.csv,low,2025-05-12,2025-05-29
Стильные умные часы с ярким дисплеем и водонепроницаемостью,,3134.0,18804.0,The GRANDSTORE,,4.7,0.0,9.0,0.0,смарт-часы,all_products.csv,low,2025-06-08,2025-06-11
Стильные смарт-часы с функциями здоровья,HOCO,3299.0,19794.0,Valentain,,4.6,0.0,22.0,0.0,смарт-часы,all_products.csv,low,2025-05-07,2025-05-13
Смарт часы умные 70Mai Black,Maimo,2471.0,14826.0,BrandElectro,,4.8,0.0,31.0,0.0,смарт-часы,all_products.csv,low,2025-06-16,2025-06-30
"Ремешок для Apple Watch 38 40 41 42(series 10,11) 1-9 SE",Hypno Case,918.0,5508.0,WESTWOOD Официальный Магазин,,4.8,989.0,44.0,101.0,ремешки для умных часов,all_products.csv,low,2024-09-15,2024-09-26
Смарт-часы Hoco Y1 1 91 240x285 IP68 BT5 0 280 мАч GPS,,3335.0,20010.0,Нимай Нитай,,4.5,0.0,31.0,0.0,смарт-часы,all_products.csv,low,2025-02-16,2025-02-28
Ремешок Luazon для фитнес-браслета Mi Band 5 6 7 белый,,329.0,1974.0,Нимай Нитай,,4.5,0.0,36.0,0.0,ремешки для умных часов,all_products.csv,low,2025-07-07,2025-07-13
Смарт-часы WATCH GT 3 Pro (FRG-D19) белый,Huawei,28844.0,173064.0,Up,,4.8,0.0,33.0,0.0,смарт-часы,all_products.csv,low,2023-04-24,2023-04-28
Ремешок для Apple Watch 44 45 46 49 mm тканевый,Ремешок/Браслет нейлоновый для умных часов 42/44мм,205.0,1230.0,iStuff,,4.8,19.0,7.0,2.0,ремешки для умных часов,all_products.csv,low,2025-10-11,2025-10-21
"Смарт часы, Maimo Watch R GPS, 1.3"", 360*360, TFT-LCD",70MAI,5928.0,35568.0,LEPRO,,4.8,0.0,25.0,0.0,смарт-часы,all_products.csv,low,2024-06-29,2024-07-08
Фитнес браслет Smart Band 9 Active Beige White,Xiaomi,3029.0,18174.0,MEGA PRICE,,4.7,0.0,23.0,0.0,смарт-часы,all_products.csv,low,2025-05-21,2025-05-27
ремешок для смарт часов 22 мм,ViSeG,670.0,4020.0,Мир аксессуаров,,4.7,368.0,18.0,38.0,ремешки для умных часов,all_products.csv,low,2025-11-15,2025-12-01
Ремешок силиконовый 22 мм черный черная пряжка,,435.0,2610.0,Часовой,,4.8,450.0,39.0,46.0,ремешки для умных часов,all_products.csv,low,2024-04-24,2024-05-09
Умные часы HK10 ULTRA-A,,2606.0,15636.0,Classic Store Official,,4.7,0.0,25.0,0.0,смарт-часы,all_products.csv,low,2025-12-09,2025-12-22
"Ремешок для Apple Watch 38, 40, 41 мм и series 10 42 мм",HOUR,160.0,960.0,HOUR,,4.8,1744.0,28.0,178.0,ремешки для умных часов,all_products.csv,low,2023-12-16,2023-12-28
Фитнес браслет Smart Band 9 Arctic Blue,Xiaomi,3838.0,23028.0,TerraBit,,4.8,0.0,3.0,0.0,фитнес-браслеты,all_products.csv,low,2025-10-04,2025-10-12
