name,brand,price_rub,price_kzt,seller,seller_id,seller_rating,seller_total_sold,seller_age_months,feedbacks,category,source_file,risk_level,publication_date,first_review_datetime
2шт Кабель Type-C на Type C 60W для зарядки телефона android,HOCO,368.0,2208.0,GIFTSTOR,,4.8,176.0,26.0,18.0,кабели,all_products.csv,low,2024-12-31,2025-01-07
Кабель micro usb для зарядки телефона Android брелок,Mobileplus,222.0,1332.0,MOBILEPLUS Мир аксессуаров,,4.8,137.0,33.0,14.0,кабели,all_products.csv,low,2023-05-20,2023-05-29
Кабель Micro USB 2.4A белый силикон 1 м ELASTIC,PERFEO,94.0,564.0,Perfeo,,4.8,431.0,2.0,44.0,кабели,all_products.csv,low,2025-12-05,2025-12-15
Батарейка LR3 щелочная,GP,498.0,2988.0,PL Company,,4.7,0.0,15.0,0.0,элементы питания,all_products.csv,low,2025-04-20,2025-04-27
Кабель Type C USB быстрая зарядка 3А черный,TOPPOWER,275.0,1650.0,TOPPOWER,,4.6,76.0,16.0,8.0,кабели,all_products.csv,low,2024-10-27,2024-11-10
"Аккумуляторы АА пальчиковые 1,2в Rechargeable 2500mah HR06",PERFEO,1539.0,9234.0,ComfortLine,,4.8,0.0,38.0,0.0,элементы питания,all_products.csv,low,2025-10-06,2025-10-17
"Аккумуляторы ААА мизинчиковые 1,2в Rechargeable 400mah HR03",PERFEO,265.0,1590.0,ComfortLine,,4.8,98.0,32.0,10.0,элементы питания,all_products.csv,low,2023-10-18,2023-10-28
Алкалиновая батарейка мизинчиковая LR3 AAA 1.5v Ultra,GP,731.0,4386.0,Батарейкин,,4.8,0.0,40.0,0.0,элементы питания,all_products.csv,low,2022-12-28,2023-01-07
Аккумуляторные батарейки пальчиковые AA 2500 mah HR6,PERFEO,480.0,2880.0,PL Company,,4.7,0.0,20.0,0.0,элементы питания,all_products.csv,low,2025-09-12,2025-09-18
Aккумулятор литий-ионный 18650 2200 mah,PERFEO,664.0,3984.0,PL Company,,4.7,0.0,8.0,0.0,элементы питания,all_products.csv,low,2025-10-30,2025-11-14
"Аккумуляторы мизинчиковые ААА Ni-MH HR03 800 mAh, 2шт",Спутник®,244.0,1464.0,Спутник,,4.7,0.0,15.0,0.0,элементы питания,all_products.csv,low,2024-12-28,2025-01-10
Кабель активный USB 2 0 15метров - 5шт,,7509.0,45054.0,Дачный базар,,4.8,0.0,8.0,0.0,кабели,all_products.csv,low,2025-06-26,2025-07-04
HDMI кабель для телевизора HDMI 2 метра,Vell,239.0,1434.0,TZ GROUP,,4.8,58.0,18.0,6.0,кабели,all_products.csv,low,2024-07-14,2024-07-24
Батарейка CR2032 3 V литиевая 4 штуки JP2303,Юпитер,167.0,1002.0,ИНСТ54,,4.8,676.0,37.0,69.0,элементы питания,all_products.csv,low,2025-02-02,2025-02-17
Кабель прочный USB-Tupe 1 метр,,260.0,1560.0,MMHouse,,4.6,9.0,2.0,1.0,кабели,all_products.csv,low,2025-12-08,2025-12-23
Интернет кабель уличный витая пара 35м UTP 4 Cat.5е 0.51мм,Redmart,793.0,4758.0,REDMART,,4.9,3405.0,13.0,344.0,кабели,all_products.csv,low,2025-06-23,2025-06-26
HDMI 2.1 оптический шнур 3м 8K Ultra HD,4ПХ,3476.0,20856.0,Партнёр 4ПХ,,4.8,0.0,28.0,0.0,кабели,all_products.csv,low,2025-11-11,2025-11-28
Кабель коаксиальный DH-PFM941I-RG59N 21-100,Dahua,2507.0,15042.0,MEGA PRICE,,4.7,0.0,15.0,0.0,кабели,all_products.csv,low,2025-05-13,2025-05-16
Видео кабель DVI DV101 11608 5М,UGREEN,974.0,5844.0,MEGA PRICE,,4.7,0.0,22.0,0.0,кабели,all_products.csv,low,2025-11-12,2025-11-15
Кабель юсб 7.5м Type-C AF с усилителем сигнала,GCR,1383.0,8298.0,Официальный магазин GREENCONNECT,,4.9,0.0,4.0,0.0,кабели,all_products.csv,low,2025-12-19,2026-01-01
Батарейки LR03 AAA мизинчиковые алкалиновые 40шт,Toshiba,830.0,4980.0,Perfeo,,4.8,29.0,15.0,3.0,элементы питания,all_products.csv,low,2024-10-12,2024-10-25
Кабель патч-корд U UTP RJ-45 6 кат. 1м 051772,Legrand,93.0,558.0,Excellent school,,4.4,0.0,24.0,0.0,кабели,all_products.csv,medium,2025-01-19,2025-02-05
Аккумулятор R06 2500 mAh,Облик,573.0,3438.0,Ситилайт,,4.8,78.0,25.0,8.0,элементы питания,all_products.csv,low,2024-07-10,2024-07-13
Батарейка литиевая AA FR6 4 шт,PERFEO,863.0,5178.0,УРАЛВИДЕО,,4.8,49.0,15.0,5.0,элементы питания,all_products.csv,low,2025-05-04,2025-05-09
Аккумуляторы ААА мизинчиковые 1.2v 1000 mAh R3,GP,1984.0,11904.0,MS Commerce,,4.7,155.0,35.0,16.0,элементы питания,all_products.csv,low,2023-02-20,2023-03-06
Зарядная док-станция для 2-х джойстиков PS5 быстрая,iPega,619.0,3714.0,Mobile,,4.6,38.0,30.0,4.0,зарядные устройства,all_products.csv,low,2023-10-18,2023-10-26
Зарядное устройство для 3х АКБ на GoPro 13,GoodChoice,800.0,4800.0,Официальный магазин GoodChoice,,4.8,1166.0,45.0,119.0,зарядные устройства,all_products.csv,low,2025-02-21,2025-02-26
Кабель Micro USB 1 метр для зарядки телефона,HOCO,368.0,2208.0,Техника и электроника,,4.7,0.0,11.0,0.0,кабели,all_products.csv,low,2025-05-18,2025-06-01
Кабель mini USB для фотоаппарата,caution,368.0,2208.0,Дисконт 63,,4.7,38.0,5.0,4.0,кабели,all_products.csv,low,2025-10-04,2025-10-07
"Аккумуляторы пальчиковые HR6 АА 2900 mAh, 2 шт",Спутник®,562.0,3372.0,Спутник,,4.7,0.0,9.0,0.0,элементы питания,all_products.csv,low,2025-03-29,2025-04-09
9324 Аккумуляторная батарейка 18650 Найткор,Nitecore,1619.0,9714.0,ООО САТЕЛЛИТ,,4.8,156.0,46.0,16.0,элементы питания,all_products.csv,low,2025-01-06,2025-01-15
"Аккумуляторы ААА мизинчиковые 1,2в Rechargeable 750mah HR03",GP,1395.0,8370.0,ComfortLine,,4.8,0.0,43.0,0.0,элементы питания,all_products.csv,low,2022-07-22,2022-08-04
"Кабель для камеры видеонаблюдения КВК-В-2x0.5 мм (Э), 20 м",УралКабМедь,716.0,4296.0,ХСАМ,,4.7,0.0,47.0,0.0,кабели,all_products.csv,low,2025-11-08,2025-11-22
Зарядное устройство для телефона USB,Borofone,260.0,1560.0,SLESTORE,,4.6,0.0,17.0,0.0,зарядные устройства,all_products.csv,low,2024-09-23,2024-09-29
Аккумуляторные батарейки пальчиковые AA HR6 1.2v 2100mAh,GP,2730.0,16380.0,Батарейкин,,4.8,0.0,7.0,0.0,элементы питания,all_products.csv,low,2025-11-03,2025-11-18
Батарейка литиевая 123а Lithium CR123A,PERFEO,2734.0,16404.0,ComfortLine,,4.8,9.0,16.0,1.0,элементы питания,all_products.csv,low,2025-11-16,2025-11-20
"Кабель type-c usb для зарядки 50 см универсальный, черный",UGREEN,399.0,2394.0,To The Moon,,4.8,49.0,41.0,5.0,кабели,all_products.csv,low,2023-11-18,2023-11-22
Быстрая зарядка PD3.0 на 2 акб Sony NP-F550 F750 F970,Kingma,1876.0,11256.0,Telesin official store,,4.8,0.0,47.0,0.0,зарядные устройства,all_products.csv,low,2024-05-28,2024-06-13
Кабель для iPhone Lightning для зарядки телефона,Людям лучшее,293.0,1758.0,A.R.Good-Shop,,4.5,19456.0,13.0,2048.0,кабели,all_products.csv,low,2025-03-24,2025-04-04
Кабель Type-c Lighting для зарядки Xundd-033,Xundd,276.0,1656.0,ВСЕЧехлы,,4.8,98.0,2.0,10.0,кабели,all_products.csv,low,2025-12-09,2025-12-24
"Кабель HDMI, HDMI(m)-HDMI(m), v 1.4, 5 м, 3D, 4K",WINDIGO,950.0,5700.0,ИП Котюшева Л.В.,,4.7,0.0,18.0,0.0,кабели,all_products.csv,low,2024-07-28,2024-08-08
Зарядное устройство для телефона Type-C 3А PD 18W,Earldom,530.0,3180.0,LIBERTY PROJECT,,4.6,48.0,45.0,5.0,зарядные устройства,all_products.csv,low,2023-08-17,2023-08-23
"Кабель USB-Mini USB для видеорегистратора и камеры, 30 см",Coffeesoft,239.0,1434.0,Coffeesoft,,4.8,4459.0,15.0,455.0,кабели,all_products.csv,low,2024-09-25,2024-10-05
Аккумуляторные батарейки пальчиковые AA 2100 mah HR6,PERFEO,1586.0,9516.0,PL Company,,4.7,0.0,34.0,0.0,элементы питания,all_products.csv,low,2024-09-24,2024-10-02
Кабель для быстрой зарядки ноутбука 3 в 1,Goffman,811.0,4866.0,Goffman,,4.6,0.0,31.0,0.0,кабели,all_products.csv,low,2025-10-19,2025-10-24
Кабель 3 в 1 для быстрой зарядки телефона,Queensy,1124.0,6744.0,Queensy,,4.3,0.0,20.0,0.0,кабели,all_products.csv,medium,2025-07-05,2025-07-08
Кабель 3 в 1 для быстрой зарядки в нейлоновой оплётке 66W,HOCO,583.0,3498.0,Цейс-видео,,4.8,245.0,24.0,25.0,кабели,all_products.csv,low,2025-04-20,2025-05-03
Кабель type-c usb для зарядки android,HOCO,5983.0,35898.0,ИНДИГО,,4.9,3088.0,42.0,312.0,кабели,all_products.csv,low,2023-08-25,2023-09-03
"Кабель HDMI, 4k, ver 2.0, игровой, цифровой, 0,8 м",G-link,201.0,1206.0,G-link,,4.8,578.0,43.0,59.0,кабели,all_products.csv,low,2025-03-10,2025-03-22
Кабель micro usb 2м,NIMI Access,282.0,1692.0,NIMI Access,,4.6,19.0,7.0,2.0,кабели,all_products.csv,low,2025-10-01,2025-10-17
Кабель MicroUSB USB длинный 3 метра для зарядки 2 А,HOCO,388.0,2328.0,Техника и электроника,,4.7,640.0,24.0,66.0,кабели,all_products.csv,low,2024-02-16,2024-02-24
"Литиевые батарейки CR123A, 3.0 В - 5 шт",Westinghouse,1046.0,6276.0,интернет-магазин ВОЛЬТА,,4.8,509.0,39.0,52.0,элементы питания,all_products.csv,low,2024-05-11,2024-05-25
Батарейка литиевая CR2430 3v DL2430,PERFEO,337.0,2022.0,Батарейкин,,4.8,333.0,4.0,34.0,элементы питания,all_products.csv,low,2025-08-31,2025-09-09
Кабель для зарядки Micro USB,SBX,129.0,774.0,SOMEBOX,,4.9,0.0,13.0,0.0,кабели,all_products.csv,low,2024-12-13,2024-12-16
"Кабель Type-C USB для зарядки 2,4А универсальный",Borofone,299.0,1794.0,Техника и электроника,,4.7,38.0,12.0,4.0,кабели,all_products.csv,low,2025-11-04,2025-11-14
Батарейка 4lr61 J 6v 2CR Super Alkaline,GP,1017.0,6102.0,Батарейкин,,4.8,0.0,37.0,0.0,элементы питания,all_products.csv,low,2023-12-30,2024-01-05
"зарядное устройство для Xiaomi Mi Watch Lite, Redmi Watch",BINGO.,566.0,3396.0,Bingo New,,4.6,19.0,8.0,2.0,зарядные устройства,all_products.csv,low,2025-10-31,2025-11-13
Интернет кабель уличный витая пара 80м UTP 4 Cat.5е 0.51мм,Redmart,1557.0,9342.0,REDMART,,4.9,1791.0,28.0,181.0,кабели,all_products.csv,low,2024-04-07,2024-04-21
Кабель 1м MicroUSB 2.0 PROF для джойстика,GCR,690.0,4140.0,Партнёр 4ПХ,,4.8,9.0,5.0,1.0,кабели,all_products.csv,low,2025-10-17,2025-11-03
Кабель Type-C USB-C для быстрой зарядки 3А 60W,Borofone,469.0,2814.0,Техника и электроника,,4.7,77.0,5.0,8.0,кабели,all_products.csv,low,2025-09-30,2025-10-11
Батарейки CR123 Lithium,PERFEO,721.0,4326.0,PL Company,,4.7,164.0,6.0,17.0,элементы питания,all_products.csv,low,2025-07-08,2025-07-16
Магнитный кабель Type-C,ZRN,565.0,3390.0,MJ,,4.5,0.0,18.0,0.0,кабели,all_products.csv,low,2025-03-26,2025-04-08
Кабель usb typec для зарядки телефона,Kromix,357.0,2142.0,Zemand electronics,,4.7,1552.0,23.0,160.0,кабели,all_products.csv,low,2025-05-20,2025-05-28
Аудио-видеокабель кабель переходник 2x RCA — 2x RCA (3 м),GSMIN,205.0,1230.0,GSMIN,,4.8,0.0,38.0,0.0,кабели,all_products.csv,low,2023-02-03,2023-02-09
"Кабель питания USB - DC 5.5*2.1mm, 1м",ExpertLand,209.0,1254.0,ExpertLand,,4.9,168.0,17.0,17.0,кабели,all_products.csv,low,2025-05-07,2025-05-24
Батарейки LR6 пальчиковые щелочные,KODAK,334.0,2004.0,PL Company,,4.7,19.0,45.0,2.0,элементы питания,all_products.csv,low,2024-01-26,2024-02-06
Коаксиальный кабель 5D-FB PVC (30 метров),PROCABLE-AV,3363.0,20178.0,SK STORE,,4.9,0.0,1.0,0.0,кабели,all_products.csv,low,2025-12-23,2025-12-26
Li-Pol аккумулятор LP683440 3.7В 900мАч,GoPower,777.0,4662.0,ИП Макаров Д. В.,,4.8,117.0,6.0,12.0,элементы питания,all_products.csv,low,2025-09-10,2025-09-21
Батарейки рената CR1220 - 2 шт,Батарейки RENATA CR1220,386.0,2316.0,ДОКТОР БОТКИН,,4.8,156.0,2.0,16.0,элементы питания,all_products.csv,low,2025-11-07,2025-11-17
"Аудио-видео кабель тюльпаны 4RCA-4RCA, межблочный, 3 метра",Jett,338.0,2028.0,NP174.RU,,4.7,0.0,23.0,0.0,кабели,all_products.csv,low,2025-09-12,2025-09-18
Кабель Type-C - USB 2 метра,,417.0,2502.0,NZ store,,4.6,28.0,7.0,3.0,кабели,all_products.csv,low,2025-08-09,2025-08-21
Разъем под пайку BANANA (A) D2 Tech SC-003M-25,,688.0,4128.0,Иваныч,,4.9,0.0,27.0,0.0,кабели,all_products.csv,low,2024-01-02,2024-01-16
Кабель CB-USB6 USB5 (12PIN 1 5M) для камер,,819.0,4914.0,FOTO SMILE STORE,,4.7,0.0,46.0,0.0,кабели,all_products.csv,low,2025-07-08,2025-07-18
"Кабель для техники MicroUSB универсальный 2,4А soft touch",Liberty Project,136.0,816.0,LIBERTY PROJECT,,4.6,912.0,2.0,95.0,кабели,all_products.csv,low,2025-12-03,2025-12-15
DisplayPort - VGA переходник DP кабель 1.8 метра,Telecom,595.0,3570.0,Айкомп,,4.8,1430.0,11.0,146.0,кабели,all_products.csv,low,2025-02-18,2025-02-24
"Кабель Type-C зарядка, передача данных Android 2метра- 5шт",Удачный базар,704.0,4224.0,Удачный Базар,,4.8,0.0,31.0,0.0,кабели,all_products.csv,low,2025-11-15,2025-12-02
Кабель Micro USB для зарядки телефона 1м,,166.0,996.0,ИП Чмыхов В.Н.,,4.7,48.0,48.0,5.0,кабели,all_products.csv,low,2022-07-06,2022-07-09
Батарейки ENERGY LR03 AAA Alkaline 1.5V - 10 шт,VARTA,452.0,2712.0,ВСЕ БАТАРЕЙКИ,,4.8,480.0,6.0,49.0,элементы питания,all_products.csv,low,2025-12-09,2025-12-16
Кабель зарядки для телефона USB Type-C 3A,Nenns,218.0,1308.0,ВY.NENNS,,4.6,4454.0,8.0,464.0,кабели,all_products.csv,low,2025-08-22,2025-08-25
"Зарядное устройство для аккумуляторов, батареек АА и ААА",GP,1975.0,11850.0,А Зет официальный магазин,,4.9,15166.0,9.0,1532.0,элементы питания,all_products.csv,low,2025-10-25,2025-11-08
"Витая пара уличная 35м UTP cat.5e, чистая медь (CU)",Redmart,1435.0,8610.0,REDMART,,4.9,1336.0,48.0,135.0,кабели,all_products.csv,low,2022-11-01,2022-11-13
HDMI кабель 5 м 4K 3D для телевизора монитора PS4 Apple TV,GCR,560.0,3360.0,Официальный магазин GREENCONNECT,,4.9,0.0,43.0,0.0,кабели,all_products.csv,low,2023-05-16,2023-05-26
"Кабель сетевой (UTP) КССПВ-5е 2х2х0,52 медный",unisistem,1227.0,7362.0,Универсальные системы,,4.8,78.0,27.0,8.0,кабели,all_products.csv,low,2025-12-13,2025-12-20
